train RMSE	val RMSE	train R2	val R2
1.8578410085947512	1.8531922579864974	0.0013775775568311	0.001627552953369138	
1.3767406204525419	1.343554612068819	0.4516113266973041	0.47523811831201523	
1.12276924470461	1.1093175375557764	0.635275246974298	0.6422633873654275	
1.0768131675520538	1.0683172032148665	0.6645213100038025	0.6682185686841918	
0.9160401576222257	0.8957276042294263	0.7572198088962862	0.7667597226239257	
0.9859973333823855	0.9616626111741583	0.718722039685167	0.7311580139428645	
0.9425795255191575	0.9229830136491647	0.7429484499237237	0.7523495910910281	
0.8734244397936815	0.8697845137435073	0.7792834478568013	0.7800748107663797	
0.8840378829128183	0.8915483147912878	0.7738867693950813	0.7689311518847508	
0.8636805172643772	0.8841508759292558	0.7841806057344505	0.7727497364585678	
0.8877729580424986	0.8936977038466761	0.7719720685901599	0.7678156643055315	
0.9198351289819742	0.9094148725972598	0.7552040624553361	0.7595771520684734	
0.8532839624753821	0.8701078723856775	0.7893451853953665	0.7799112577746747	
1.1054767747782885	1.1011796232142523	0.6464234377423952	0.6474928216297606	
1.0133189670323053	1.003319290333492	0.7029178441677248	0.7073625140680843	
0.8429326556627815	0.8420104339059495	0.7944251503749079	0.7938959248661606	
0.744374845000466	0.7595554552011686	0.8396874212558767	0.8322855018635684	
0.9372246982856034	0.9426679715714511	0.7458607914844393	0.7416733954135342	
1.1870669371737224	1.1850942973029002	0.592305698469713	0.5917206176507095	
0.9997073666490361	0.9819796960554957	0.7108454649936865	0.7196783448024273	
0.8138510176333345	0.8140293812200703	0.8083653468271003	0.8073665098386895	
0.7235460478934209	0.7383932596874386	0.848533505371993	0.8415007980784479	
0.785865960826503	0.7885272513554953	0.8213178459132856	0.8192471945682099	
0.7673869174637696	0.770645398860458	0.8296222003121101	0.8273522940315745	
0.7382857360977332	0.7384552876369644	0.842299460550533	0.84147416784231	
0.7725558080844324	0.7859618654728711	0.8273192416947599	0.8204213997593022	
0.7804958522847179	0.8030934789504818	0.8237515029427634	0.8125075295549113	
0.7704271179964969	0.7884125154481024	0.8282695352449126	0.8192997921881163	
0.8177641945704175	0.8345876893065718	0.8065180722456595	0.7975137296262926	
0.7428500412841363	0.7690934366514064	0.8403435284641678	0.828046966101692	
0.7210350685006486	0.7399215208531947	0.8495829736246241	0.8408440238103669	
0.6870860993921212	0.7085158276941337	0.8634138863714745	0.8540679291102075	
0.8204531873833397	0.823432958202863	0.8052435559448337	0.8028902422854175	
0.8283602628714946	0.8382741947549714	0.8014715564155286	0.795720951277892	
0.8044014817504913	0.8117007198321519	0.8127896103631977	0.8084670513327704	
0.7622670114274418	0.7900268028433827	0.8318880933261815	0.8185590614299713	
0.7916752166403138	0.7999789518721143	0.818666383782272	0.8139589622068216	
0.900809951687652	0.9107243339870014	0.7652256893049195	0.7588842865721106	
0.7035930142571416	0.7414463663716147	0.8567722198349014	0.8401873640466567	
0.6992392333727157	0.7349675839760619	0.8585393011398484	0.8429680578306183	
0.7082849939598724	0.7421678599329611	0.8548555931890123	0.8398761887721171	
0.8110083289319096	0.8393810650356379	0.8097017247720247	0.7951811286536047	
0.6640736364858408	0.6717035664090806	0.8724099810964444	0.8688383290182489	
0.8036337668797432	0.7995017640398587	0.8131467842836366	0.8141808431493364	
0.7126244997112817	0.7262479333627813	0.8530716093837887	0.8466720067744805	
0.6583537275378121	0.695579322864978	0.8745984741178165	0.8593483084951306	
0.7362607776564878	0.7727349005911519	0.8431633512818998	0.8264148025719416	
0.6542827951692892	0.6815078329724743	0.8761445207696559	0.8649814821976661	
0.6579416276077346	0.6940689527972957	0.8747554164539595	0.8599584631033075	
0.7522937431989246	0.7737309240493402	0.8362583648653477	0.8259670258357775	
0.80696734274403	0.8301807906465277	0.8115933869320784	0.7996464727025033	
