train RMSE	val RMSE	train R2	val R2
1.8596755098991307	1.8547358933586795	-0.0005955499689063171	-3.634874305857849e-05	
1.6734006327133883	1.6838821120500314	0.18981521869593143	0.17571955027427133	
1.4746925986030097	1.5007612378025326	0.3708021579867209	0.34525100476639603	
1.301023588389211	1.2660155470144832	0.5102724179889555	0.5340603056655537	
1.0351553201421562	1.0193611003593166	0.6899760392562442	0.6979298956615385	
1.0506051734191701	1.023094927956609	0.6806526671027522	0.6957129318230505	
1.0051739070693018	0.9950777435580208	0.7076745438169096	0.7121503817178998	
0.9696387378280706	0.9683020046307032	0.7279779316654846	0.7274329872833927	
1.0085163615906425	1.0142916830246196	0.7057272010516022	0.7009268938712123	
1.0166197129367933	1.0097981170803898	0.7009792842207674	0.7035709613123275	
0.8441780735009455	0.8455782386797419	0.7938172353287489	0.7921455973652758	
0.8758703109383634	0.8622733613546661	0.778045561462227	0.7838568027603288	
1.1443272325626233	1.1632426105545919	0.6211348224384163	0.6066381504846714	
0.9969191342991258	0.9772515970501551	0.7124561477757752	0.7223712676020128	
0.9173069434277148	0.9027197251629453	0.7565478664008668	0.7631041258372885	
0.797277718449323	0.7929343605271258	0.8160907906266776	0.8172210795496977	
