train RMSE	val RMSE	train R2	val R2
1.8155891154894577	1.7899054162917163	-0.001085792705721289	-0.004097177716263056	
1.673629806380036	1.6184936627804156	0.14934205891134533	0.17901052708068899	
1.7846433332459863	1.8082449604742623	0.03274936180722976	-0.02477874413446135	
1.5624771758926939	1.5433070950984316	0.2585813246893086	0.25351637139471894	
1.5686972362968525	1.5765165820267006	0.2526665525497942	0.2210444641590269	
1.5237550313350157	1.489019519901674	0.29487443244106437	0.30510951655693075	
1.4851767312330804	1.4935671931176726	0.33012706732561414	0.3008584499409449	
1.5135715354451307	1.5012387796969382	0.30426786968573716	0.29365783705615167	
1.5628430118991967	1.5734649457003564	0.2582340947840137	0.22405716747147675	
1.6031786821256404	1.6250168852445368	0.21945128045456408	0.17237931242855664	
1.6411421846977787	1.622700802529785	0.18204657569330396	0.17473679189037727	
1.6933314911928004	1.7405609194722569	0.12919657758318637	0.05050203510173068	
1.5060543285203563	1.5503962137703509	0.3111614652223904	0.24664273602269293	
1.469470394329855	1.5147603319425895	0.3442204967920379	0.28087658670090576	
1.4283099773428387	1.4546771279147679	0.3804432443525939	0.3367934561203726	
1.4625970396324104	1.4898287111665915	0.3503408835588788	0.3043540501719124	
1.4961037298020994	1.5205687489341035	0.3202337969767828	0.2753509904040612	
1.4842907252553468	1.5316335321488452	0.33092607578813427	0.264766454900472	
1.574006916417503	1.624444298992354	0.24759888619075976	0.17296244574094177	
1.4358239485087472	1.481459028488145	0.373907440609314	0.31214820961274636	
1.432678587168737	1.496482157156018	0.3766475123877119	0.2981267868195391	
1.4741332163993688	1.5384337615476933	0.3400521453569152	0.2582233024315673	
1.3684058382024356	1.438483594931308	0.43132256769251687	0.3514769617025648	
1.3979490605354918	1.4723788596243497	0.4065025597957789	0.3205543408093404	
1.3881927057837735	1.4550884913431121	0.4147577474714984	0.33641831102852626	
1.4220900067727864	1.488337482739672	0.38582755729653184	0.3057459522568503	
1.40755897007873	1.4997729439319996	0.3983147645627735	0.29503653328540125	
1.510184174130944	1.5964354492668045	0.30737847121908857	0.20123632285542115	
1.466278802737638	1.5586769028263476	0.3470660218874203	0.23857386089546628	
1.4515705842136166	1.5448315233307657	0.36009946322303843	0.2520409388742414	
1.379336508630547	1.440479692540597	0.42220122098166035	0.3496758797137539	
1.3384955879112488	1.4333558651800922	0.455910875725986	0.3560922716163818	
1.3632670291627365	1.469616327353512	0.4355856854144886	0.3231015516818698	
1.428608716866275	1.5250445870077542	0.3801840492915941	0.27107866116224677	
1.426511380700563	1.4906558024839416	0.382002613267462	0.3035814480203499	
1.388635941358149	1.5094108055518427	0.41438396421105395	0.2859469290106843	
1.4459020769164	1.5690143113911248	0.36508743760136175	0.2284405554587703	
1.5170574615094694	1.6305653637795037	0.30105948006404726	0.16671798642687907	
1.4731676476507405	1.588237414161181	0.34091640419512836	0.20941890140251807	
1.3916868950368637	1.4961241885725758	0.4118078388220001	0.298462532232213	
1.3691029230737586	1.4730592095001216	0.43074303581145734	0.31992628565024916	
1.3240205435690293	1.4614547686461732	0.46761525287442673	0.33059902698139143	
1.3778815530203072	1.496970317618077	0.4234195287551282	0.29766880256125516	
1.390682468730129	1.4712816582205925	0.4126565677765518	0.32156659517708996	
1.3476420658380042	1.4895904855420081	0.44844951026583313	0.3045765018405687	
1.424180932636593	1.5608933230842044	0.38402017081199147	0.23640684319106353	
1.3808395536659932	1.5149408221154284	0.4209412952792433	0.2807052032295817	
1.3217999186512277	1.469227054278637	0.4693995687381204	0.3234600989266605	
1.4453227325560505	1.578127700775307	0.36559612947822673	0.2194515457591284	
1.3002594176565918	1.4368950559624196	0.48655234696108174	0.35290851822120695	
1.3097313612388515	1.4946006988284848	0.4790445203792002	0.29989054332684595	
1.3041474871310381	1.4471085576768428	0.48347710698430824	0.3436767254268125	
1.3087134612990363	1.4222443757418513	0.4798539603983204	0.3660368246839021	
